episode,score
1.220000000000000000e+02,2.956076974367919163e+01
1.230000000000000000e+02,2.960292371564398195e+01
1.240000000000000000e+02,2.964565778555642694e+01
1.250000000000000000e+02,2.981869535004230087e+01
1.260000000000000000e+02,2.962334052323314992e+01
1.270000000000000000e+02,2.981819531744836027e+01
1.280000000000000000e+02,2.982101033917382793e+01
1.290000000000000000e+02,3.007767219294647276e+01
1.300000000000000000e+02,3.000246790605156022e+01
1.310000000000000000e+02,3.011732545601767086e+01
1.320000000000000000e+02,3.030988196471755103e+01
1.330000000000000000e+02,2.993765578708415731e+01
1.340000000000000000e+02,3.022569272885883152e+01
1.350000000000000000e+02,3.047228028305168834e+01
1.360000000000000000e+02,3.039565795049855623e+01
1.370000000000000000e+02,3.053587312224370010e+01
1.380000000000000000e+02,3.056398571481242854e+01
1.390000000000000000e+02,3.072807218508305027e+01
1.400000000000000000e+02,3.089078735119417729e+01
1.410000000000000000e+02,3.080014522268779942e+01
1.420000000000000000e+02,3.091303886532979206e+01
1.430000000000000000e+02,3.111006310251590179e+01
1.440000000000000000e+02,3.114154250965453841e+01
1.450000000000000000e+02,3.099904140484715143e+01
1.460000000000000000e+02,3.128807405836291977e+01
1.470000000000000000e+02,3.123036533271011805e+01
1.480000000000000000e+02,3.123695129545527749e+01
1.490000000000000000e+02,3.149044864839433444e+01
1.500000000000000000e+02,3.146701827309045996e+01
1.510000000000000000e+02,3.149998504865914839e+01
1.520000000000000000e+02,3.185928018592199962e+01
1.530000000000000000e+02,3.189819887671619369e+01
1.540000000000000000e+02,3.196724499057193825e+01
1.550000000000000000e+02,3.183854235831525870e+01
1.560000000000000000e+02,3.195513248505952930e+01
1.570000000000000000e+02,3.209713411949182671e+01
1.580000000000000000e+02,3.209320357758993225e+01
1.590000000000000000e+02,3.228093818103405255e+01
1.600000000000000000e+02,3.233506064687708204e+01
1.610000000000000000e+02,3.238565866797181769e+01
1.620000000000000000e+02,3.235748858324301835e+01
1.630000000000000000e+02,3.249530583642031445e+01
1.640000000000000000e+02,3.263068592628169995e+01
1.650000000000000000e+02,3.270803846403760673e+01
1.660000000000000000e+02,3.287219730778989657e+01
1.670000000000000000e+02,3.291553198667831026e+01
1.680000000000000000e+02,3.306465320362268301e+01
1.690000000000000000e+02,3.294702617819371682e+01
1.700000000000000000e+02,3.326257894761076273e+01
1.710000000000000000e+02,3.322740225517436130e+01
1.720000000000000000e+02,3.302164327587343706e+01
1.730000000000000000e+02,3.302732524390086155e+01
1.740000000000000000e+02,3.344009209958934292e+01
1.750000000000000000e+02,3.326122926720466921e+01
1.760000000000000000e+02,3.348144221790037278e+01
1.770000000000000000e+02,3.358431686117950221e+01
1.780000000000000000e+02,3.351085938193296698e+01
1.790000000000000000e+02,3.368559028823663226e+01
1.800000000000000000e+02,3.360708671414145954e+01
1.810000000000000000e+02,3.379020370450753319e+01
1.820000000000000000e+02,3.376128599474893122e+01
1.830000000000000000e+02,3.397687021970552479e+01
1.840000000000000000e+02,3.398162700791304047e+01
1.850000000000000000e+02,3.401777745001360387e+01
1.860000000000000000e+02,3.419771403650312180e+01
1.870000000000000000e+02,3.411325046285594453e+01
1.880000000000000000e+02,3.431123151956518313e+01
1.890000000000000000e+02,3.422962057162076377e+01
1.900000000000000000e+02,3.436012944115227441e+01
1.910000000000000000e+02,3.460568183914513440e+01
1.920000000000000000e+02,3.452821589582452333e+01
1.930000000000000000e+02,3.462538059883701180e+01
1.940000000000000000e+02,3.477734537698131589e+01
1.950000000000000000e+02,3.489522202767039971e+01
1.960000000000000000e+02,3.479921128576474842e+01
1.970000000000000000e+02,3.496709100507199253e+01
1.980000000000000000e+02,3.510344778798911847e+01
1.990000000000000000e+02,3.506173568311097455e+01
2.000000000000000000e+02,3.498211352016384268e+01
2.010000000000000000e+02,3.519691755027657365e+01
2.020000000000000000e+02,3.532797499955092491e+01
2.030000000000000000e+02,3.518148702941246597e+01
2.040000000000000000e+02,3.532580967516491199e+01
2.050000000000000000e+02,3.551598201538877930e+01
2.060000000000000000e+02,3.544565338285443801e+01
2.070000000000000000e+02,3.542838977883520357e+01
2.080000000000000000e+02,3.557651123109224756e+01
2.090000000000000000e+02,3.566303864230548726e+01
2.100000000000000000e+02,3.567441264857782812e+01
2.110000000000000000e+02,3.579161630423445928e+01
2.120000000000000000e+02,3.564668517039402929e+01
2.130000000000000000e+02,3.589031962931351671e+01
2.140000000000000000e+02,3.592768129908137098e+01
2.150000000000000000e+02,3.591426956632812306e+01
2.160000000000000000e+02,3.593786356213453814e+01
2.170000000000000000e+02,3.592564099216441775e+01
2.180000000000000000e+02,3.595811474275922137e+01
2.190000000000000000e+02,3.617831420666489350e+01
2.200000000000000000e+02,3.611124381892089019e+01
2.210000000000000000e+02,3.626952323510459308e+01
2.220000000000000000e+02,3.625992405303901478e+01
2.230000000000000000e+02,3.630662295281690177e+01
2.240000000000000000e+02,3.628092015566990369e+01
2.250000000000000000e+02,3.649171267070268954e+01
2.260000000000000000e+02,3.636268334266190294e+01
2.270000000000000000e+02,3.643262495615765317e+01
2.280000000000000000e+02,3.651823979682436061e+01
2.290000000000000000e+02,3.647342092913233103e+01
2.300000000000000000e+02,3.661987496531715891e+01
2.310000000000000000e+02,3.653248862811413034e+01
2.320000000000000000e+02,3.682615570333835109e+01
2.330000000000000000e+02,3.665979777284947261e+01
2.340000000000000000e+02,3.675899667715555807e+01
2.350000000000000000e+02,3.702652410906396341e+01
2.360000000000000000e+02,3.695533617727017628e+01
2.370000000000000000e+02,3.693557476325842259e+01
2.380000000000000000e+02,3.708871781618629626e+01
2.390000000000000000e+02,3.704785269755380028e+01
2.400000000000000000e+02,3.708904840514848189e+01
2.410000000000000000e+02,3.714478635512684690e+01
2.420000000000000000e+02,3.721330928669948435e+01
2.430000000000000000e+02,3.715500761438748611e+01
2.440000000000000000e+02,3.735683815360853544e+01
2.450000000000000000e+02,3.758413619156338115e+01
2.460000000000000000e+02,3.731645402028763669e+01
2.470000000000000000e+02,3.728928425175579520e+01
2.480000000000000000e+02,3.736023365503666582e+01
2.490000000000000000e+02,3.736377142599931034e+01
2.500000000000000000e+02,3.736866443448553810e+01
2.510000000000000000e+02,3.758652085733255888e+01
2.520000000000000000e+02,3.754046456198550885e+01
2.530000000000000000e+02,3.754153108748166545e+01
2.540000000000000000e+02,3.771980586851015005e+01
2.550000000000000000e+02,3.766845680914818928e+01
2.560000000000000000e+02,3.770654388659094991e+01
2.570000000000000000e+02,3.781881310811952801e+01
2.580000000000000000e+02,3.786221516536843268e+01
2.590000000000000000e+02,3.770857098383731199e+01
2.600000000000000000e+02,3.787784649714435403e+01
2.610000000000000000e+02,3.790495837819026548e+01
2.620000000000000000e+02,3.809368757521047399e+01
2.630000000000000000e+02,3.796568825434991368e+01
2.640000000000000000e+02,3.806620595934752060e+01
2.650000000000000000e+02,3.809340614717258688e+01
2.660000000000000000e+02,3.784558627137226949e+01
2.670000000000000000e+02,3.797997432771874315e+01
2.680000000000000000e+02,3.804776570830396309e+01
2.690000000000000000e+02,3.806690998895975753e+01
2.700000000000000000e+02,3.795101989606493476e+01
2.710000000000000000e+02,3.806120800933555870e+01
2.720000000000000000e+02,3.811875986118850079e+01
2.730000000000000000e+02,3.813335159558214826e+01
2.740000000000000000e+02,3.795496511948736185e+01
2.750000000000000000e+02,3.825889186448368662e+01
2.760000000000000000e+02,3.825644958451389499e+01
2.770000000000000000e+02,3.819723523012117994e+01
2.780000000000000000e+02,3.835882218782250419e+01
2.790000000000000000e+02,3.815731455632044344e+01
2.800000000000000000e+02,3.835306166383389126e+01
2.810000000000000000e+02,3.829063306878369843e+01
2.820000000000000000e+02,3.828216334977432922e+01
2.830000000000000000e+02,3.817799862976725933e+01
2.840000000000000000e+02,3.823562023952604250e+01
2.850000000000000000e+02,3.840788566611315247e+01
2.860000000000000000e+02,3.842563667643619141e+01
2.870000000000000000e+02,3.857245078987980946e+01
2.880000000000000000e+02,3.850959301005068625e+01
2.890000000000000000e+02,3.852662677220803289e+01
2.900000000000000000e+02,3.827719470990135164e+01
2.910000000000000000e+02,3.850578940406637685e+01
2.920000000000000000e+02,3.839975734878330371e+01
2.930000000000000000e+02,3.857404691452845924e+01
2.940000000000000000e+02,3.850496049201998261e+01
2.950000000000000000e+02,3.845283105512394428e+01
2.960000000000000000e+02,3.870103586203565982e+01
2.970000000000000000e+02,3.857863063393455150e+01
2.980000000000000000e+02,3.866706216921735972e+01
2.990000000000000000e+02,3.871341747009439871e+01
3.000000000000000000e+02,3.878318796484191466e+01
3.010000000000000000e+02,3.874264034868463114e+01
3.020000000000000000e+02,3.881262950736049078e+01
3.030000000000000000e+02,3.875018919705168940e+01
3.040000000000000000e+02,3.893871183354210785e+01
3.050000000000000000e+02,3.908339917963665044e+01
3.060000000000000000e+02,3.893313819502137108e+01
3.070000000000000000e+02,3.909799452669133046e+01
3.080000000000000000e+02,3.901811326956278236e+01
3.090000000000000000e+02,3.904814479681810724e+01
3.100000000000000000e+02,3.922945920058182878e+01
3.110000000000000000e+02,3.909673960086155375e+01
3.120000000000000000e+02,3.924924868214875318e+01
3.130000000000000000e+02,3.912558646209341617e+01
3.140000000000000000e+02,3.910986910778636627e+01
3.150000000000000000e+02,3.911068994883252259e+01
3.160000000000000000e+02,3.917466315429853552e+01
3.170000000000000000e+02,3.933742677483512296e+01
3.180000000000000000e+02,3.919996484456682140e+01
3.190000000000000000e+02,3.932332587899639975e+01
3.200000000000000000e+02,3.939401074088717536e+01
3.210000000000000000e+02,3.937101295580989557e+01
3.220000000000000000e+02,3.939293332426171190e+01
3.230000000000000000e+02,3.940309359766935415e+01
3.240000000000000000e+02,3.954765080591173643e+01
3.250000000000000000e+02,3.953467509826352000e+01
3.260000000000000000e+02,3.946501983254363921e+01
3.270000000000000000e+02,3.962160985352178244e+01
3.280000000000000000e+02,3.962910749383075171e+01
3.290000000000000000e+02,3.982230143093750030e+01
3.300000000000000000e+02,3.948219938351918756e+01
3.310000000000000000e+02,3.972877332604245026e+01
3.320000000000000000e+02,3.964327284370794047e+01
3.330000000000000000e+02,3.969882676838063418e+01
3.340000000000000000e+02,3.978990087010064514e+01
3.350000000000000000e+02,3.977153999027452613e+01
3.360000000000000000e+02,3.966645719594860964e+01
3.370000000000000000e+02,3.994667781191436973e+01
3.380000000000000000e+02,3.976899360973192188e+01
3.390000000000000000e+02,3.985349981609927994e+01
3.400000000000000000e+02,3.984365840131466285e+01
3.410000000000000000e+02,3.981054604064869551e+01
3.420000000000000000e+02,3.997908463169869719e+01
3.430000000000000000e+02,3.995361775291200956e+01
3.440000000000000000e+02,4.007275365125975952e+01
3.450000000000000000e+02,4.007227317260479538e+01
3.460000000000000000e+02,4.006081824567561256e+01
3.470000000000000000e+02,4.007005420161705445e+01
3.480000000000000000e+02,4.016318032255691151e+01
3.490000000000000000e+02,4.017733514719495957e+01
3.500000000000000000e+02,4.028579520557664040e+01
3.510000000000000000e+02,4.009651916392147797e+01
3.520000000000000000e+02,4.021926034168978248e+01
3.530000000000000000e+02,4.027709308360948626e+01
3.540000000000000000e+02,4.035618660257345169e+01
3.550000000000000000e+02,4.029123875302311575e+01
3.560000000000000000e+02,4.033283203712811371e+01
3.570000000000000000e+02,4.041862853753134743e+01
3.580000000000000000e+02,4.026648775801062641e+01
3.590000000000000000e+02,4.050491443680599701e+01
3.600000000000000000e+02,4.044391578843719515e+01
3.610000000000000000e+02,4.046481915461046697e+01
3.620000000000000000e+02,4.069612407776086371e+01
3.630000000000000000e+02,4.053453213228207375e+01
3.640000000000000000e+02,4.063597050109976294e+01
3.650000000000000000e+02,4.041174900637840750e+01
3.660000000000000000e+02,4.065142937295531311e+01
3.670000000000000000e+02,4.066821230324278957e+01
3.680000000000000000e+02,4.053453183171779983e+01
3.690000000000000000e+02,4.054184143830678977e+01
3.700000000000000000e+02,4.035234695801609206e+01
3.710000000000000000e+02,4.058800123663326076e+01
3.720000000000000000e+02,4.053996162844723727e+01
3.730000000000000000e+02,4.071085858057595885e+01
3.740000000000000000e+02,4.062393746540735151e+01
3.750000000000000000e+02,4.067750612216167383e+01
3.760000000000000000e+02,4.074677441945005540e+01
3.770000000000000000e+02,4.055185080838439404e+01
3.780000000000000000e+02,4.088719636836039939e+01
3.790000000000000000e+02,4.097000286624913912e+01
3.800000000000000000e+02,4.069539422418139196e+01
3.810000000000000000e+02,4.078317038512935966e+01
3.820000000000000000e+02,4.080657564658868353e+01
3.830000000000000000e+02,4.090313532236767458e+01
3.840000000000000000e+02,4.093101299372942492e+01
3.850000000000000000e+02,4.095725642307023406e+01
3.860000000000000000e+02,4.093136614665382922e+01
3.870000000000000000e+02,4.094055927916185311e+01
3.880000000000000000e+02,4.101129792972614752e+01
3.890000000000000000e+02,4.094896101189286952e+01
3.900000000000000000e+02,4.103326034371985997e+01
3.910000000000000000e+02,4.116395480834339793e+01
3.920000000000000000e+02,4.111839584105108258e+01
3.930000000000000000e+02,4.114603792076439959e+01
3.940000000000000000e+02,4.107412422097434757e+01
3.950000000000000000e+02,4.112523647911454816e+01
3.960000000000000000e+02,4.117869676576241034e+01
3.970000000000000000e+02,4.125002329963210457e+01
3.980000000000000000e+02,4.137696516382067102e+01
3.990000000000000000e+02,4.116819253922685817e+01
4.000000000000000000e+02,4.118493807206419888e+01
4.010000000000000000e+02,4.144222378086494274e+01
4.020000000000000000e+02,4.118305590430764340e+01
4.030000000000000000e+02,4.139832419458188184e+01
4.040000000000000000e+02,4.130971327481889688e+01
4.050000000000000000e+02,4.157501513517215841e+01
4.060000000000000000e+02,4.129428095672083998e+01
4.070000000000000000e+02,4.142859773749976426e+01
4.080000000000000000e+02,4.149322404359908489e+01
4.090000000000000000e+02,4.154924548490659930e+01
4.100000000000000000e+02,4.148950231894458796e+01
4.110000000000000000e+02,4.150185484468642017e+01
4.120000000000000000e+02,4.156142818458770449e+01
4.130000000000000000e+02,4.156048750430934291e+01
4.140000000000000000e+02,4.148277565642799658e+01
4.150000000000000000e+02,4.178222807538156047e+01
4.160000000000000000e+02,4.161952748608039343e+01
4.170000000000000000e+02,4.131790289145159534e+01
4.180000000000000000e+02,4.146570175759885757e+01
4.190000000000000000e+02,4.176017845128711770e+01
4.200000000000000000e+02,4.169099213328016162e+01
4.210000000000000000e+02,4.177711522828590773e+01
4.220000000000000000e+02,4.171571841263457259e+01
4.230000000000000000e+02,4.180189163344470415e+01
4.240000000000000000e+02,4.193310277789634455e+01
4.250000000000000000e+02,4.173555207160938352e+01
4.260000000000000000e+02,4.179474613888091028e+01
4.270000000000000000e+02,4.186220640511497493e+01
4.280000000000000000e+02,4.207389125608839464e+01
4.290000000000000000e+02,4.180750169009754558e+01
4.300000000000000000e+02,4.191364829691420368e+01
4.310000000000000000e+02,4.199587805469764845e+01
4.320000000000000000e+02,4.196709840536509972e+01
4.330000000000000000e+02,4.187021993320238522e+01
4.340000000000000000e+02,4.208772207786378061e+01
4.350000000000000000e+02,4.207608153479272772e+01
4.360000000000000000e+02,4.210328877214832488e+01
4.370000000000000000e+02,4.212569767493558004e+01
4.380000000000000000e+02,4.208668156852064612e+01
4.390000000000000000e+02,4.205576477266848201e+01
4.400000000000000000e+02,4.194275552089276715e+01
4.410000000000000000e+02,4.235401103601840589e+01
4.420000000000000000e+02,4.213919964368798077e+01
4.430000000000000000e+02,4.210160897582377260e+01
4.440000000000000000e+02,4.219384579151869019e+01
4.450000000000000000e+02,4.215204548048345856e+01
4.460000000000000000e+02,4.212394624098155305e+01
4.470000000000000000e+02,4.220344809150028453e+01
4.480000000000000000e+02,4.210048091558641659e+01
4.490000000000000000e+02,4.219987647182847468e+01
4.500000000000000000e+02,4.220967790041315482e+01
4.510000000000000000e+02,4.229025936865101443e+01
4.520000000000000000e+02,4.225610126747112361e+01
4.530000000000000000e+02,4.234546443584718389e+01
4.540000000000000000e+02,4.237948942793435947e+01
4.550000000000000000e+02,4.209530019191338823e+01
4.560000000000000000e+02,4.215379542124114920e+01
4.570000000000000000e+02,4.216577919083991333e+01
4.580000000000000000e+02,4.242311733327021983e+01
4.590000000000000000e+02,4.249037951384720202e+01
4.600000000000000000e+02,4.236922363100867273e+01
4.610000000000000000e+02,4.234492677411750350e+01
4.620000000000000000e+02,4.234823302508576859e+01
4.630000000000000000e+02,4.235379319045105007e+01
4.640000000000000000e+02,4.240396544504519483e+01
4.650000000000000000e+02,4.231777452481028234e+01
4.660000000000000000e+02,4.232414660717898869e+01
4.670000000000000000e+02,4.248966203904465289e+01
4.680000000000000000e+02,4.255061701011108966e+01
4.690000000000000000e+02,4.265908006673580388e+01
4.700000000000000000e+02,4.263587695731536797e+01
4.710000000000000000e+02,4.255338959449215963e+01
4.720000000000000000e+02,4.251399404946126737e+01
4.730000000000000000e+02,4.236325579108768835e+01
4.740000000000000000e+02,4.249948088486531361e+01
4.750000000000000000e+02,4.246471158592716932e+01
4.760000000000000000e+02,4.263726804108995339e+01
4.770000000000000000e+02,4.245236076807113790e+01
4.780000000000000000e+02,4.254397753915504410e+01
4.790000000000000000e+02,4.253459790380378536e+01
4.800000000000000000e+02,4.270656548823180998e+01
4.810000000000000000e+02,4.275138052778024900e+01
4.820000000000000000e+02,4.258515713166249128e+01
4.830000000000000000e+02,4.272540265580541075e+01
4.840000000000000000e+02,4.273873736054489569e+01
4.850000000000000000e+02,4.280042508070405916e+01
4.860000000000000000e+02,4.286396795939065640e+01
4.870000000000000000e+02,4.278897802884641521e+01
4.880000000000000000e+02,4.266926455629499060e+01
4.890000000000000000e+02,4.267922308639475659e+01
4.900000000000000000e+02,4.288898283683155910e+01
4.910000000000000000e+02,4.270488608497538507e+01
4.920000000000000000e+02,4.275301102799020470e+01
4.930000000000000000e+02,4.279914636728010890e+01
4.940000000000000000e+02,4.288593413355319939e+01
4.950000000000000000e+02,4.270793361387755027e+01
4.960000000000000000e+02,4.305235501648171237e+01
4.970000000000000000e+02,4.292319808247449942e+01
4.980000000000000000e+02,4.292342429601833231e+01
4.990000000000000000e+02,4.305574275840269394e+01
5.000000000000000000e+02,4.293447482470226362e+01
5.010000000000000000e+02,4.301641665454758368e+01
5.020000000000000000e+02,4.306893665745855060e+01
5.030000000000000000e+02,4.304576230780858737e+01
5.040000000000000000e+02,4.310250972554872106e+01
5.050000000000000000e+02,4.307970052651276660e+01
5.060000000000000000e+02,4.289578844042200245e+01
5.070000000000000000e+02,4.289932047385917713e+01
5.080000000000000000e+02,4.329243064887820935e+01
5.090000000000000000e+02,4.310467704336893746e+01
5.100000000000000000e+02,4.309346045001948511e+01
5.110000000000000000e+02,4.308758409988919169e+01
5.120000000000000000e+02,4.321062844134475256e+01
5.130000000000000000e+02,4.322731219632453303e+01
5.140000000000000000e+02,4.323591566535986885e+01
5.150000000000000000e+02,4.317797967274722026e+01
5.160000000000000000e+02,4.352460879109407443e+01
5.170000000000000000e+02,4.317088420803609239e+01
5.180000000000000000e+02,4.316509370003091561e+01
5.190000000000000000e+02,4.334866395326037747e+01
5.200000000000000000e+02,4.313279743112256170e+01
5.210000000000000000e+02,4.329018262546312457e+01
5.220000000000000000e+02,4.328974139418453149e+01
5.230000000000000000e+02,4.356013420340261888e+01
5.240000000000000000e+02,4.349241046781602194e+01
5.250000000000000000e+02,4.350036162190531286e+01
5.260000000000000000e+02,4.373488712738611639e+01
5.270000000000000000e+02,4.355466999677843631e+01
5.280000000000000000e+02,4.348215564501128938e+01
5.290000000000000000e+02,4.357340599329455699e+01
5.300000000000000000e+02,4.353030610957232227e+01
5.310000000000000000e+02,4.368556358267209561e+01
5.320000000000000000e+02,4.366308960093478930e+01
5.330000000000000000e+02,4.350928657919755693e+01
5.340000000000000000e+02,4.360303868044756115e+01
5.350000000000000000e+02,4.362017495849414672e+01
5.360000000000000000e+02,4.368617785108520479e+01
5.370000000000000000e+02,4.379796966450387430e+01
5.380000000000000000e+02,4.382931231981829967e+01
5.390000000000000000e+02,4.371092670667916025e+01
5.400000000000000000e+02,4.369511873976964722e+01
5.410000000000000000e+02,4.379477109169293669e+01
5.420000000000000000e+02,4.403958835213592238e+01
5.430000000000000000e+02,4.377085788075860506e+01
5.440000000000000000e+02,4.378994036494901110e+01
5.450000000000000000e+02,4.389479567866576559e+01
5.460000000000000000e+02,4.385240200633280239e+01
5.470000000000000000e+02,4.387192601565860173e+01
5.480000000000000000e+02,4.381173722785554503e+01
5.490000000000000000e+02,4.384681251968992655e+01
5.500000000000000000e+02,4.380607665183512722e+01
5.510000000000000000e+02,4.380797482057230496e+01
5.520000000000000000e+02,4.403645254168463197e+01
5.530000000000000000e+02,4.394365009475694706e+01
5.540000000000000000e+02,4.365041841938307954e+01
5.550000000000000000e+02,4.396548724191753621e+01
5.560000000000000000e+02,4.402982140265405064e+01
5.570000000000000000e+02,4.394412305679564668e+01
5.580000000000000000e+02,4.383690758166344636e+01
5.590000000000000000e+02,4.397687366065225945e+01
5.600000000000000000e+02,4.408395991305771844e+01
5.610000000000000000e+02,4.415311487558641090e+01
5.620000000000000000e+02,4.399053189176085965e+01
5.630000000000000000e+02,4.407099791957751478e+01
5.640000000000000000e+02,4.408137696859279941e+01
5.650000000000000000e+02,4.398667552751930288e+01
5.660000000000000000e+02,4.408322807081435712e+01
5.670000000000000000e+02,4.415032635380955384e+01
5.680000000000000000e+02,4.412887953417865816e+01
5.690000000000000000e+02,4.410110942621960106e+01
5.700000000000000000e+02,4.418154602847993573e+01
5.710000000000000000e+02,4.411551011082764973e+01
5.720000000000000000e+02,4.405447701403184624e+01
5.730000000000000000e+02,4.405776267875965857e+01
5.740000000000000000e+02,4.405276806140808787e+01
5.750000000000000000e+02,4.405088766785436860e+01
5.760000000000000000e+02,4.414021764910534529e+01
5.770000000000000000e+02,4.414772477932666561e+01
5.780000000000000000e+02,4.401023957114275476e+01
5.790000000000000000e+02,4.438413701175858250e+01
5.800000000000000000e+02,4.412014516981024315e+01
5.810000000000000000e+02,4.415979700211632064e+01
